0,Approval,Annex I Party,Ratification,Accession,Consuming Member,Succession,Contracting Party,Succession,Member State,Not Ratified
1,Ratification,Annex I Party,Ratification,Accession,Consuming Member,Accession,Contracting Party,Succession,Member State,Not Ratified
2,Ratification,Non-Annex I Party,Ratification,Accession,Non Member,Accession,Non Party,Accession,Member State,Not Ratified
3,Accession,Non-Annex I Party,Ratification,Accession,Non Member,Accession,Non Party,Non Party,Member State,Not Ratified
4,Ratification,Non-Annex I Party,Accession,Ratification,Non Member,Ratification,Contracting Party,Ratification,Member State,Not Ratified
5,,,,,,,,,,
6,Non-Party,Non-Annex I Party,Non-Party,Non Party,Non Member,Non Party,Non Party,Non Party,Member State,Not Ratified
7,Ratification,Annex I/II Party,Ratification,Ratification,Consuming Member,Accession,Contracting Party,Acceptance,Member State,Ratification
8,Ratification,Non-Annex I Party,Accession,Accession,Non Member,Accession,Contracting Party,Acceptance,Member State,Not Ratified
9,Ratification,Non-Annex I Party,Accession,Ratification,Non Member,Ratification,Contracting Party,Ratification,Member State,Not Ratified
10,Ratification,Non-Annex I Party,Accession,Accession,Non Member,Accession,Contracting Party,Acceptance,Member State,Not Ratified
11,,,,,,,,,,
12,Ratification,Non-Annex I Party,Accession,Ratification,Non Member,Accession,Non Party,Ratification,Member State,Not Ratified
13,Ratification,Annex I/II Party,Ratification,Ratification,Consuming Member,Ratification,Contracting Party,Ratification,Member State,Not Ratified
14,Ratification,Annex I/II Party,Ratification,Ratification,Consuming Member,Ratification,Contracting Party,Ratification,Member State,Not Ratified
15,Ratification,Non-Annex I Party,Accession,Ratification,Non Member,Accession,Contracting Party,Acceptance,Member State,Not Ratified
16,,,,,,,,,,
17,Accession,Non-Annex I Party,Accession,Accession,Non Member,Non Party,Contracting Party,Succession,Member State,Not Ratified
18,Ratification,Non-Annex I Party,Accession,Ratification,Non Member,Ratification,Contracting Party,Ratification,Member State,Not Ratified
19,Non-Party,Non-Annex I Party,Ratification,Accession,Non Member,Ratification,Contracting Party,Acceptance,Member State,Not Ratified
