0,,,,,,,,,,
1,,,,,,,,,,
2,Ratification,Non-Annex I Party,Accession,Ratification,Non Member,Accession,Contracting Party,Ratification,Member State,Ratification
3,Ratification,Non-Annex I Party,Accession,Ratification,Non Member,Accession,Contracting Party,Ratification,Member State,Not Ratified
4,Ratification,Non-Annex I Party,Ratification,Ratification,Non Member,Ratification,Contracting Party,Ratification,Member State,Ratification
5,Ratification,Non-Annex I Party,Approval,Ratification,Consuming Member,Accession,Contracting Party,Ratification,Member State,Not Ratified
6,,,,,,,,,,
7,,,,,,,,,,
8,,,,,,,,,,
9,,,,,,,,,,
10,Ratification,Non-Annex I Party,Accession,Ratification,Producing Member,Ratification,Contracting Party,Acceptance,Member State,Ratification
11,,,,,,,,,,
12,Ratification,Non-Annex I Party,Accession,Ratification,Producing Member,Accession,Contracting Party,Ratification,Member State,Not Ratified
13,Ratification,Non-Annex I Party,Accession,Ratification,Producing Member,Accession,Contracting Party,Ratification,Member State,Not Ratified
14,,,,,,,,,,
15,Ratification,Non-Annex I Party,Ratification,Ratification,Non Member,Ratification,Contracting Party,Ratification,Member State,Ratification
16,Ratification,Non-Annex I Party,Accession,Ratification,Producing Member,Accession,Contracting Party,Ratification,Member State,Not Ratified
17,Ratification,Annex I Party,Ratification,Accession,Non Member,Accession,Contracting Party,Succession,Member State,Not Ratified
18,Ratification,Non-Annex I Party,Ratification,Ratification,Non Member,Accession,Contracting Party,Ratification,Member State,Not Ratified
19,Ratification,Annex I/II Party,Accession,Accession,Consuming Member,Ratification,Contracting Party,Acceptance,Member State,Not Ratified
