0,Ratification,Annex I Party,Accession,Accession,Non Member,Accession,Contracting Party,Ratification,Member State,Not Ratified
1,Ratification,Annex I/II Party,Ratification,Accession,Consuming Member,Ratification,Contracting Party,Ratification,Member State,Not Ratified
2,Ratification,Non-Annex I Party,Accession,Accession,Non Member,Succession,Contracting Party,Ratification,Member State,Not Ratified
3,Ratification,Non-Annex I Party,Accession,Ratification,Producing Member,Accession,Contracting Party,Ratification,Member State,Not Ratified
4,,,,,,,,,,
5,Ratification,Non-Annex I Party,Accession,Accession,Non Member,Accession,Non Party,Ratification,Member State,-
6,Ratification,Non-Annex I Party,Ratification,Ratification,Non Member,Ratification,Contracting Party,Ratification,Member State,Ratification
7,Accession,Non-Annex I Party,Accession,Accession,Non Member,Accession,Contracting Party,Succession,Member State,Not Ratified
8,Ratification,Non-Annex I Party,Accession,Ratification,Non Member,Accession,Contracting Party,Acceptance,Member State,Not Ratified
9,,,,,,,,,,
10,Ratification,Non-Annex I Party,Ratification,Ratification,Non Member,Ratification,Contracting Party,Acceptance,Member State,Ratification
11,,,,,,,,,,
12,,,,,,,,,,
13,Accession,Non-Annex I Party,Accession,Accession,Non Member,Accession,Non Party,Ratification,Member State,Not Ratified
14,Ratification,Annex I/II Party,Ratification,Accession,Consuming Member,Accession,Contracting Party,Acceptance,Member State,Not Ratified
15,Ratification,Non-Annex I Party,Accession,Ratification,Non Member,Accession,Contracting Party,Ratification,Member State,Not Ratified
16,Ratification,Non-Annex I Party,Accession,Ratification,Non Member,Accession,Contracting Party,Ratification,Member State,Not Ratified
17,Accession,Non-Annex I Party,Accession,Ratification,Producing Member,Ratification,Contracting Party,Acceptance,Member State,Not Ratified
18,Ratification,Non-Annex I Party,Accession,Ratification,Producing Member,Accession,Contracting Party,Ratification,Member State,Not Ratified
19,Ratification,Annex I/II Party,Withdrawn,Ratification,Withdrawn,Ratification,Contracting Party,Acceptance,Member State,Not Ratified
