0,Ratification,Non-Annex I Party,Accession,Accession,Producing Member,Accession,Contracting Party,Ratification,Member State,Not Ratified
1,Ratification,Non-Annex I Party,Accession,Ratification,Non Member,Accession,Contracting Party,Ratification,Member State,Not Ratified
2,Accession,Non-Annex I Party,Accession,Ratification,Non Member,Accession,Contracting Party,Succession,Member State,Not Ratified
3,Ratification,Annex I/II Party,Ratification,Ratification,Consuming Member,Ratification,Contracting Party,Ratification,Member State,Not Ratified
4,Ratification,Non-Annex I Party,Accession,Ratification,Producing Member,Ratification,Contracting Party,Ratification,Member State,Not Ratified
5,,,,,,,,,,
6,Ratification,Annex I/II Party,Ratification,Ratification,Consuming Member,Accession,Contracting Party,Ratification,Member State,Not Ratified
7,,,,,,,,,,
8,,,,,,,,,,
9,,,,,,,,,,
10,,,,,,,,,,
11,Ratification,Non-Annex I Party,Ratification,Accession,Producing Member,Ratification,Contracting Party,Ratification,Member State,Ratification
12,,,,,,,,,,
13,Ratification,Non-Annex I Party,Accession,Ratification,Non Member,Accession,Contracting Party,Ratification,Member State,Not Ratified
14,Ratification,Non-Annex I Party,Accession,Ratification,Non Member,Accession,Contracting Party,Ratification,Member State,Not Ratified
15,Ratification,Non-Annex I Party,Accession,Accession,Producing Member,Accession,Non Party,Acceptance,Member State,Not Ratified
16,Ratification,Non-Annex I Party,Accession,Ratification,Non Member,Non Party,Non Party,Ratification,Member State,Not Ratified
17,,,,,,,,,,
18,,,,,,,,,,
19,Ratification,Non-Annex I Party,Ratification,Ratification,Producing Member,Accession,Contracting Party,Ratification,Member State,Ratification
